티커,설명,가격,변화 %,변화,테크니컬 레이팅,거래량,볼륨*프라이스,마켓 캪,주가 수익 비율 (TTM),기초 주당 수익 (TTM),직원수,섹터
299170,더블유에스아이,1910,-5.21091811,-105,셀,517288,988020080,60506400000,8.51681829,250.0034,,헬쓰 테크놀로지
085810,알티캐스트,2125,1.91846523,40,바이,3320398,7055845750,60269061985,,-602.1912,140,테크놀로지 서비스
212560,네오오토,7670,0.26143791,20,바이,44441,340862470,60240361190,8.1979449,933.1607,112,프로듀서 매뉴팩처링
040610,에스지엔지,1750,-1.96078431,-35,뉴트럴,128824,225442000,60236763725,5.73871025,311.0455,65,테크놀로지 서비스
045060,오공,3485,-1.83098592,-65,바이,33419,116465215,59833481121,7.13637553,497.4514,149,프로세스 인더스트리
014130,한익스프레스보통주,4955,-0.60180542,-30,바이,16887,83675085,59820000000,314.57256624,15.8469,408,이송/배달
037030,파워넷,3370,-0.44313146,-15,뉴트럴,80054,269781980,59768672438,42.43013756,79.7782,112,일렉트로닉 테크놀로지
039420,케이엘넷,2665,-1.2962963,-35,셀,74223,197804295,59572957420,8.14338388,331.5575,194,테크놀로지 서비스
127710,아시아경제,1725,1.17302053,20,바이,301781,520572225,59511461945,43.88617907,1204.7803,301,컨슈머 서비스
000950,전방보통주,50000,-4.21455939,-2200,셀,15147,757350000,59480333018,20.98090725,2487.9763,262,프로세스 인더스트리
033200,모아텍,6480,0.30959752,20,뉴트럴,11353,73567440,59461262264,,-131.2342,82,일렉트로닉 테크놀로지
019770,서연탑메탈,5240,2.74509804,140,바이,589520,3089084800,59414998055,20.80674693,245.1128,212,프로듀서 매뉴팩처링
048770,티피씨메카트로닉스,3715,-1.32802125,-50,셀,395413,1468959295,59102937512,,-18.5852,314,프로듀서 매뉴팩처링
122830,원포유,1800,4.65116279,80,셀,45040,81072000,58953570557,,,,커뮤니케이션
039610,화성밸브,5570,-1.59010601,-90,셀,87729,488650530,58922866211,19.11509924,296.101,228,프로듀서 매뉴팩처링
336060,웨이버스,1310,3.96825397,50,바이,7544266,9882988460,58823400000,,,,파이낸스
290740,액트로,6180,-0.32258065,-20,셀,15125,93472500,58804230690,161.10549552,38.4841,59,디스트리뷰션 서비스
002230,피에스텍,3435,3.30827068,110,셀,7910,27170850,58680743933,41.99032896,79.1849,117,일렉트로닉 테크놀로지
114630,폴라리스우노,972,0.10298661,1,뉴트럴,975928,948602016,58561522495,8.82167497,116.8198,132,프로세스 인더스트리
050860,아세아텍,2765,0.54545455,15,뉴트럴,284388,786332820,58526946545,4.97517568,552.7443,300000,프로듀서 매뉴팩처링
023960,에쓰씨엔지니어링보통주,1930,3.20855615,60,바이,185529,358070970,58436290874,,-201.5438,145,프로듀서 매뉴팩처링
315640,딥노이드,6220,-0.32051282,-20,바이,10449,64992780,58433800000,,,117,테크놀로지 서비스
126640,화신정공,1660,-0.3003003,-5,바이,92846,154124360,58368093510,13.83199403,120.3731,213,프로듀서 매뉴팩처링
277410,인산가,1785,-0.55710306,-10,뉴트럴,39518,70539630,58048937645,10.22598574,176.5145,201,컨슈머 논-듀어러블즈
001020,페이퍼코리아보통주,1250,2.45901639,30,뉴트럴,161609,202011250,57956078033,10.59825407,122.6348,158,프로세스 인더스트리
169330,마크로밀엠브레인,3265,1.24031008,40,바이,22094,72136910,57846561384,,,,코머셜 서비스
021880,메이슨캐피탈,379,-0.26315789,-1,셀,370312,140348248,57830072937,,-12.4466,13,파이낸스
227100,에이치앤비디자인,5170,-0.95785441,-50,뉴트럴,116762,603659540,57487454338,,,17,프로듀서 매뉴팩처링
019570,리더스 기술투자,443,0.22624434,1,셀,1139791,504927413,57479315918,,,,파이낸스
006050,국영지앤엠,1640,-3.24483776,-55,바이,1288087,2112462680,57452433128,,-119.4872,111,인더스트리얼 서비스
080520,오디텍,5350,1.71102662,90,바이,983624,5262388400,57314233665,112.6258744,46.7033,267,일렉트로닉 테크놀로지
042940,상지카일룸,625,2.79605263,17,뉴트럴,587711,367319375,57294281982,,-101.4499,53,콘슈머 듀어러블즈
040160,누리플렉스,5080,0.19723866,10,뉴트럴,30847,156702760,57280784340,7.45073806,770.799,140,일렉트로닉 테크놀로지
006570,대림통상보통주,3770,-0.78947368,-30,바이,17101,64470770,57244994354,14.45274674,262.9258,257,콘슈머 듀어러블즈
099440,스맥,1895,1.06666667,20,바이,1082805,2051915475,57227046490,,-411.823,163,커뮤니케이션
153490,우리이앤엘,1125,-0.44247788,-5,셀,251491,282927375,57154384766,2.53852036,445.1412,93,일렉트로닉 테크놀로지
037400,우리엔터프라이즈,2305,-2.12314225,-50,셀,52148,120201140,57110717411,2.80430188,839.7812,50,프로듀서 매뉴팩처링
080010,이상네트웍스,5590,-2.95138889,-170,뉴트럴,153218,856488620,57033078003,7.49795271,768.2097,50,리테일 트레이드
011090,에넥스보통주,942,-1.875,-18,뉴트럴,125358,118087236,56930456543,25.58594479,37.5206,283,콘슈머 듀어러블즈
060540,에스에이티,2150,-1.14942529,-25,바이,127951,275094650,56839128542,4.54662897,478.3764,88,일렉트로닉 테크놀로지
005670,푸드웰,5790,-0.68610635,-40,뉴트럴,3384,19593360,56780595837,11.82870093,492.869,174,컨슈머 논-듀어러블즈
900110,이스트아시아홀딩스인베스트먼트리미티드,194,0,0,셀,2374432,460639808,56634821167,17.95332136,10.8058,766,컨슈머 논-듀어러블즈
115480,씨유메디칼시스템,1250,-0.39840637,-5,바이,816091,1020113750,56530879059,,-169.2761,106,헬쓰 테크놀로지
900310,컬러레이홀딩스,875,-0.79365079,-7,셀,203755,178285625,56484761215,,330.7329,,파이낸스
017000,신원종합개발,4980,-0.99403579,-50,뉴트럴,64838,322893240,56313434038,7.03861133,715.4464,160,인더스트리얼 서비스
009730,코센,2285,2.23713647,50,셀,425022,971175270,56299689560,,-11.0302,91,프로듀서 매뉴팩처링
045520,크린앤사이언스,10650,16.39344262,1500,바이,1189138,12664319700,55970550942,,-1481.0806,187,프로듀서 매뉴팩처링
065150,엠피대산,476,6.25,28,바이,6144237,2924656812,55964162598,,-82.6779,80,컨슈머 서비스
072990,에이치시티,8160,0.86526576,70,뉴트럴,15736,128405760,55901524577,6.51073994,1242.5623,395,코머셜 서비스
289010,아이스크림에듀,4385,-1.901566,-85,뉴트럴,35994,157833690,55854300000,,-42.5655,465,코머셜 서비스
317120,라닉스,5750,-0.51903114,-30,스트롱 셀,37665,216573750,55834799118,,-525.8968,72,일렉트로닉 테크놀로지
079170,한창산업,10100,-6.48148148,-700,셀,140321,1417242100,55834347725,13.04334909,828.0082,85,프로세스 인더스트리
094840,슈프리마에이치큐,5880,-1.01010101,-60,바이,15501,91145880,55817320805,5.25408452,1130.549,34,코머셜 서비스
279600,미디어젠,12400,4.20168067,500,스트롱 바이,11630,144212000,55748889112,,-267.7752,292,테크놀로지 서비스
332290,누보,1670,-0.89020772,-15,뉴트럴,232100,387607000,55742000000,,,,파이낸스
250060,모비스,1775,-0.56022409,-10,뉴트럴,79409,140950975,55716786976,,-204.541,,테크놀로지 서비스
351320,에스에이티,2570,1.58102767,40,셀,58544,150458080,55700192356,,-293.9977,41,일렉트로닉 테크놀로지
203690,프로스테믹스,1255,1.6194332,20,바이,29577,37119135,55677731361,,,74,프로세스 인더스트리
309930,오하임아이엔티,2700,2.85714286,75,바이,41215,111280500,55671700000,,,100,리테일 트레이드
004870,티웨이홀딩스보통주,565,11.22047244,57,바이,13223722,7471402930,55611601654,2.65566483,266.0441,2131,비에너지 미네럴
331920,셀레믹스,6710,-1.32352941,-90,셀,22236,149203560,55516208649,,-476.5214,72,일렉트로닉 테크놀로지
263920,휴엠앤씨,1195,5.75221239,65,뉴트럴,785491,938661745,55420998802,2.86723436,394.108,95,컨슈머 논-듀어러블즈
096350,대창솔루션,334,-4.02298851,-14,뉴트럴,5388418,1799731612,55386040466,,-85.1801,132,프로듀서 매뉴팩처링
176590,코나솔,9190,-3.16122234,-300,바이,147,1350930,55263400000,,,67,프로듀서 매뉴팩처링
064520,바른전자,5200,0,0,셀,23078,120005600,55200795746,74.21266782,87.4409,148,일렉트로닉 테크놀로지
094970,제이엠티,3295,-0.15151515,-5,셀,52918,174364810,55150046539,2.79329018,1181.4025,11,일렉트로닉 테크놀로지
037760,쎄니트,1710,-1.15606936,-20,스트롱 셀,87403,149459130,55019050541,6.0859969,284.2591,240,비에너지 미네럴
000040,KR모터스보통주,575,0.52447552,3,셀,134707,77456525,54987082855,,-83.7545,52,콘슈머 듀어러블즈
065570,삼영이엔씨,5160,-1.33843212,-70,셀,28907,149160120,54976473608,,-1052.4729,271,일렉트로닉 테크놀로지
025530,SJM홀딩스보통주,3985,-1.72626387,-70,바이,135228,538883580,54953325381,15.22388306,266.3578,5,프로듀서 매뉴팩처링
175140,인포마크,6190,-1.11821086,-70,셀,2359,14602210,54913808498,,-1985.525,,일렉트로닉 테크놀로지
215790,이노인스트루먼트,1345,-1.10294118,-15,뉴트럴,86684,116589980,54784103088,,,,프로듀서 매뉴팩처링
217620,디딤,1240,2.47933884,30,바이,220837,273837880,54773515663,,-168.7509,516,컨슈머 서비스
393210,토마토시스템,13900,-0.71428571,-100,바이,2,27800,54709019184,,,215,테크놀로지 서비스
002290,삼일기업공사,4400,-0.22675737,-10,바이,125918,554039200,54683998318,23.79132259,185.3617,54,인더스트리얼 서비스
216400,인바이츠바이오코아,7100,-0.56022409,-40,셀,700,4970000,54679188995,,,154,코머셜 서비스
011420,갤럭시아에스엠보통주,1970,-0.50505051,-10,바이,101436,199828920,54548296051,10.62095009,186.424,92,코머셜 서비스
068940,셀피글로벌,1590,8.53242321,125,셀,4075104,6479415360,54512659836,,-110.5454,91,일렉트로닉 테크놀로지
005030,부산주공보통주,726,-2.81124498,-21,바이,18205802,13217412252,54477952240,,-240.4955,267,프로듀서 매뉴팩처링
038620,위즈코프,878,1.15207373,10,바이,185102,162519556,54396594864,35.48186664,31.4658,66,테크놀로지 서비스
010640,진양폴리우레탄보통주,5230,-3.68324125,-200,스트롱 셀,74410,389164300,54300000000,9.14674358,593.6539,57,프로세스 인더스트리
006200,한국전자홀딩스보통주,1225,-0.8097166,-10,셀,145756,178551100,54162022133,2.07103603,596.3199,38,일렉트로닉 테크놀로지
051780,큐로홀딩스,432,-1.14416476,-5,뉴트럴,77958,33677856,54107146065,,-5.1047,56,컨슈머 서비스
131220,대한과학,7240,-0.13793103,-10,뉴트럴,26093,188913320,54029877305,10.9772376,660.4576,112,헬쓰 테크놀로지
023150,MH에탄올보통주,8250,-0.48250905,-40,바이,10072,83094000,53955679283,9.95978003,832.3477,53,컨슈머 논-듀어러블즈
297570,알로이스,1640,4.79233227,75,바이,7139600,11708944000,53939283409,7.86157993,199.1726,,콘슈머 듀어러블즈
221980,케이디켐,14250,1.42348754,200,바이,16164,230337000,53690066016,7.00122454,2006.7918,43,프로세스 인더스트리
013000,세우글로벌보통주,1740,-6.95187166,-130,바이,2701102,4699917480,53674576244,30.66745167,60.9767,24,디스트리뷰션 서비스
131760,파인텍,1245,-1.58102767,-20,바이,121377,151114365,53645054741,,-132.4771,115,일렉트로닉 테크놀로지
100030,인지소프트,19550,-0.76142132,-150,뉴트럴,5055,98825250,53615164137,,,63,테크놀로지 서비스
069410,엔텔스,5260,-1.49812734,-80,뉴트럴,41267,217064420,53591783009,17.04496487,313.289,227,테크놀로지 서비스
352940,인바이오,4915,-0.20304569,-10,뉴트럴,21153,103966995,53523570943,21.86978927,225.1965,164,코머셜 서비스
007530,영신금속공업,2880,2.4911032,70,바이,55207,158996160,53457199287,129.20431294,21.7485,335,프로듀서 매뉴팩처링
059210,메타바이오메드,2325,0,0,바이,35268,81998100,53245080042,6.08918336,381.8246,237,헬쓰 테크놀로지
104040,대성파인텍,1710,-1.44092219,-25,셀,452068,773036280,53208515434,,-15.5304,114,프로듀서 매뉴팩처링
066900,디에이피,3040,0.8291874,25,바이,13120,39884800,53065490570,4.17844438,721.5604,1010,일렉트로닉 테크놀로지
066910,손오공,2060,4.04040404,80,바이,406918,838251080,53056396294,,-35.6368,80,콘슈머 듀어러블즈
101140,인바이오젠보통주,999,-1.08910891,-11,셀,5465905,5460439095,52865153198,3.25288404,310.4937,39,일렉트로닉 테크놀로지
267790,배럴,6880,2.68656716,180,바이,26209,180317920,52832849693,,-1069.133,,컨슈머 논-듀어러블즈
147760,마이크로프랜드,4890,0.20491803,10,바이,21675,105990750,52800946960,115.85807386,42.1205,180,일렉트로닉 테크놀로지
255220,에스지이,1340,0.37453184,5,뉴트럴,82768,110909120,52786160946,,,146,비에너지 미네럴
025560,미래산업보통주,12000,0.84033613,100,바이,61909,742908000,52729458857,6.72166609,2065.388,107,일렉트로닉 테크놀로지
038060,루멘스,1105,-1.33928571,-15,바이,32426,35830730,52662340698,16.54878123,67.6787,101,일렉트로닉 테크놀로지
111870,케이에이치전자,361,9.39393939,31,바이,39648832,14313228352,52627683563,,-510.7431,36,일렉트로닉 테크놀로지
372800,아이티아이즈,8790,-0.11363636,-10,바이,51503,452711370,52597500000,,,,테크놀로지 서비스
032750,삼진,7080,-3.01369863,-220,바이,15337,108585960,52559998608,5.6282803,1297.0214,96,콘슈머 듀어러블즈
042500,링네트,4280,3.25693607,135,바이,338826,1450175280,52558277121,6.60028169,628.0035,282,인더스트리얼 서비스
023770,플레이위드,6440,3.87096774,240,바이,2923396,18826670240,52494288445,940.97649076,6.5889,,콘슈머 듀어러블즈
123840,한일진공,565,-7.37704918,-45,셀,2597293,1467470545,52462024460,,-955.5991,100,프로듀서 매뉴팩처링
017510,세명전기공업,3460,0.58139535,20,바이,284921,985826660,52446240997,62.38031683,55.1456,54,콘슈머 듀어러블즈
049120,파인디앤씨,1710,-2.28571429,-40,스트롱 셀,37316,63810360,52410608768,,-438.6147,130,프로듀서 매뉴팩처링
246720,아스타,4035,-2.0631068,-85,바이,213487,861420045,52178892212,,-297.741,29,헬쓰 서비스
200580,메디쎄이,14050,0.35714286,50,셀,4250,59712500,52165105820,,,102,헬쓰 테크놀로지
018620,우진비앤지,1815,0.55401662,10,뉴트럴,66520,120733800,52141346722,,-50.0537,94,헬쓰 테크놀로지
080470,성창오토텍,7230,1.2605042,90,바이,47600,344148000,52122001362,11.9559859,597.1904,214,프로듀서 매뉴팩처링
118000,초록뱀헬스케어보통주,632,2.76422764,17,바이,842540,532485280,52092238884,,-258.9958,31,디스트리뷰션 서비스
187220,디티앤씨,4395,-2.65780731,-120,스트롱 셀,23056,101331120,52035071869,21.16273652,218.2123,267,코머셜 서비스
322510,제이엘케이,3400,-2.15827338,-75,뉴트럴,16484,56045600,52034000000,,-575.5528,80,테크놀로지 서비스
246960,이노테라피,8710,-9.17622523,-880,셀,565511,4925600810,52007999954,,-1128.7434,26,헬쓰 테크놀로지
318000,케이비지,6250,-2.03761755,-130,바이,104193,651206250,51999942436,13.44639829,499.3123,67,프로세스 인더스트리
277070,린드먼아시아인베스트먼트,4020,3.47490347,135,바이,322647,1297040940,51924750652,17.67812704,220.0077,10,파이낸스
177830,파버나인,3890,0.51679587,20,바이,26686,103808540,51770915995,9.93284932,517.7529,253,비에너지 미네럴
123750,알톤스포츠,4065,0.24660912,10,바이,224199,911368935,51625407467,82.38286599,49.2214,77,콘슈머 듀어러블즈
017370,우신시스템보통주,3115,-0.95389507,-30,바이,68544,213514560,51570296583,,-205.9512,247,프로듀서 매뉴팩처링
067920,이글루코퍼레이션,5700,2.7027027,150,바이,52924,301666800,51521036339,4.89939771,1134.6815,936,테크놀로지 서비스
016100,리더스코스메틱,2780,-0.8912656,-25,바이,14730,40949400,51431994381,,-117.6058,119,컨슈머 논-듀어러블즈
010280,쌍용정보통신,804,0,0,뉴트럴,170147,136798188,51427084167,53.48162733,15.0332,1187,테크놀로지 서비스
187660,에이디엠코리아,2295,-2.5477707,-60,바이,77710,178344450,51424369469,93.50692666,44.3658,134,헬쓰 서비스
098120,(주)마이크로컨텍솔루션,6050,-2.10355987,-130,뉴트럴,106349,643411450,51372894344,6.3346101,975.5928,179,일렉트로닉 테크놀로지
263020,디케이앤디,3325,0.60514372,20,바이,104578,347721850,51314766479,,-400.1763,79,프로세스 인더스트리
012160,영흥보통주,722,-2.03527815,-15,뉴트럴,235915,170330630,51222860733,5.39789914,165.9188,448,비에너지 미네럴
318410,비비씨,9260,0.43383948,40,뉴트럴,2632,24372320,51219340601,21.62052646,426.4466,90,프로세스 인더스트리
138070,신진에스엠,2995,-0.16666667,-5,바이,140248,420042760,51186126709,,380.5834,178,프로듀서 매뉴팩처링
036690,코맥스,3155,-3.66412214,-120,셀,118127,372690685,51067326212,,-383.0356,176,일렉트로닉 테크놀로지
008600,윌비스보통주,772,-0.12936611,-1,바이,58795,45389740,50862930557,,-61.2127,210,컨슈머 논-듀어러블즈
080720,한국유니온제약,6430,-2.57575758,-170,뉴트럴,15001,96456430,50844606113,,-498.593,181,헬쓰 테크놀로지
044480,블루베리엔에프티,1565,-0.31847134,-5,바이,139520,218348800,50780046844,,-965.9016,93,프로듀서 매뉴팩처링
391060,엔에이치기업인수목적20호,1985,-0.25125628,-5,셀,22046,43761310,50745000000,129.87521537,15.3224,,파이낸스
018500,동원금속보통주,1115,2.76497696,30,바이,734969,819490435,50718112755,3.04997689,355.7404,564,프로듀서 매뉴팩처링
045510,정원엔시스,1585,-0.31446541,-5,바이,40997,64980245,50657331219,23.24208015,68.4104,133,테크놀로지 서비스
054540,삼영엠텍,4115,-1.43712575,-60,셀,57143,235143445,50642750478,,-874.5504,134,프로듀서 매뉴팩처링
900340,윙입푸드홀딩스,1040,-0.95238095,-10,뉴트럴,271081,281924240,50372102165,2.61384411,401.7072,,컨슈머 논-듀어러블즈
900260,로스웰인터내셔널,277,-1.07142857,-3,스트롱 셀,1074908,297749516,50150364380,,-63.9765,266,프로듀서 매뉴팩처링
011300,성안보통주,900,2.27272727,20,셀,330199,297179100,50034917297,2.0025168,439.447,,프로세스 인더스트리
009310,참엔지니어링보통주,831,-2.92056075,-25,스트롱 셀,235956,196079436,49987318787,7.24924882,132.2875,239,일렉트로닉 테크놀로지
217190,제너셈,5590,-1.92982456,-110,뉴트럴,11289,63105510,49984289646,6.59895903,863.7726,,프로듀서 매뉴팩처링
002690,동일제강보통주,2505,-0.79207921,-20,바이,1298903,3253752015,49958290100,4.85807775,519.7529,127,비에너지 미네럴
190650,코리아에셋투자증권,7920,1.27877238,100,바이,10107,80047440,49954200000,,,,파이낸스
115310,인포바인,22850,-1.72043011,-400,셀,11524,263323400,49814309478,9.76555896,2380.8161,78,테크놀로지 서비스
020180,대신정보통신,1290,-0.38610039,-5,셀,529507,683064030,49765442486,12.34836306,104.8722,,테크놀로지 서비스
049630,재영솔루텍,601,-0.98846787,-6,셀,63428,38120228,49740952881,,-142.1359,99,일렉트로닉 테크놀로지
016670,디모아,473,-3.07377049,-15,스트롱 셀,595225,281541425,49706716003,,-170.3941,,디스트리뷰션 서비스
066430,와이오엠,1360,0,0,바이,153254,208425440,49520603638,,-8.8817,47,디스트리뷰션 서비스
204840,지엘팜텍,791,-0.6281407,-5,뉴트럴,116292,91986972,49434814438,,-85.2127,22,헬쓰 테크놀로지
137940,넥스트아이,633,-1.55520995,-10,바이,169020,106989660,49229226364,,-170.9282,44,컨슈머 논-듀어러블즈
015260,에이엔피보통주,1635,-0.90909091,-15,셀,158583,259283205,49200979042,,-855.5727,265,일렉트로닉 테크놀로지
008870,금비보통주,61600,1.48270181,900,바이,8148,501916800,49136648726,,-4004.3202,249,프로세스 인더스트리
009620,삼보산업,1070,-1.38248848,-15,셀,249920,267414400,49100802841,,-28.6153,371,비에너지 미네럴
317770,슈프리마아이디,15850,-1.24610592,-200,바이,4939,78283150,49017000000,,1251.5442,41,일렉트로닉 테크놀로지
004100,태양금속공업보통주,1370,1.85873606,25,바이,83300,114121000,48990089874,,-448.1828,541,프로듀서 매뉴팩처링
184230,에스지에이 솔루션즈,900,-0.77177508,-7,바이,225036,202532400,48935422096,12.53770296,72.3418,125,테크놀로지 서비스
093240,형지엘리트보통주,1590,0.31545741,5,뉴트럴,526310,836832900,48897970114,6.04595844,262.1586,,컨슈머 논-듀어러블즈
065420,에스아이리소스,707,-1.53203343,-11,셀,297865,210590555,48869674774,18.27111484,39.297,7,에너지 미네랄
012280,영화금속보통주,923,-0.32397408,-3,셀,48493,44759039,48748811211,,-337.6225,,프로듀서 매뉴팩처링
064480,브리지텍,4235,0.11820331,5,뉴트럴,20360,86224600,48668070688,14.57312626,290.2603,189,테크놀로지 서비스
187270,신화콘텍,5210,-1.51228733,-80,뉴트럴,264044,1375669240,48660557709,14.25302816,371.1492,113,일렉트로닉 테크놀로지
294630,서남,2250,-0.88105727,-20,스트롱 셀,21934,49351500,48553393555,,-109.3983,29,프로듀서 매뉴팩처링
046310,백금티앤에이,2915,-1.18644068,-35,뉴트럴,117943,343803845,48434988403,11.53373677,255.7714,,일렉트로닉 테크놀로지
054940,엑사이엔씨,1420,-2.73972603,-40,바이,217460,308793200,48433376923,3.60251347,405.2726,230,프로듀서 매뉴팩처링
263810,상신전자,3365,-1.02941176,-35,바이,39457,132772805,48419695663,,-240.3997,126,일렉트로닉 테크놀로지
226340,본느,1575,0.63897764,10,바이,98849,155687175,48044805689,69.05803081,22.6621,46,테크놀로지 서비스
341170,퓨쳐메디신,5140,-0.58027079,-30,셀,4205,21613700,47954200000,,,25,헬쓰 테크놀로지
119500,포메탈,4005,-0.86633663,-35,셀,118193,473362965,47862820587,20.51108131,196.9667,120,프로듀서 매뉴팩처링
078860,아이오케이컴퍼니,490,-1.6064257,-8,셀,315572,154630280,47860420853,,-418.9205,156,테크놀로지 서비스
043590,크로바하이텍,1525,12.13235294,165,바이,2367302,3610135550,47848800354,7.57932516,180.4355,49,일렉트로닉 테크놀로지
078000,텔코웨어 보통주,8500,0.11778563,10,셀,3178,27013000,47770103445,21.67208979,391.7481,171,테크놀로지 서비스
079970,투비소프트,1060,1.92307692,20,셀,119362,126523720,47683078003,,-380.3234,203,테크놀로지 서비스
233250,메디안디노스틱,28950,-3.33889816,-1000,셀,72,2084400,47505328918,,,75,헬쓰 테크놀로지
347700,라이프시맨틱스,4500,-2.49187432,-115,셀,15099,67945500,47201800000,,-341.5062,,테크놀로지 서비스
191600,블루탑,14100,-14.80362538,-2450,바이,51,719100,47167498422,,,120,일렉트로닉 테크놀로지
024120,KB오토시스,4060,-0.97560976,-40,뉴트럴,36473,148080380,47150000000,,-312.4668,212,프로듀서 매뉴팩처링
021650,한국큐빅,2895,-0.17241379,-5,바이,39035,113006325,47125259972,9.89987134,292.9331,138,프로세스 인더스트리
101390,아이엠,5790,-0.34423408,-20,바이,12819,74222010,46908545790,,-1973.1511,,일렉트로닉 테크놀로지
001000,신라섬유,1915,-0.77720207,-15,스트롱 셀,75680,144927200,46855648918,94.9018528,20.3368,7,프로세스 인더스트리
066360,체리부로,1020,2.20440882,22,바이,8657,8830140,46778783020,,-332.0335,374,프로세스 인더스트리
153460,네이블커뮤니케이션즈,7430,1.78082192,130,바이,25554,189866220,46737053680,16.09502148,453.5564,111,테크놀로지 서비스
048470,대동스틸,4730,0.53134963,25,뉴트럴,62319,294768870,46682493668,17.20201306,273.5145,40,비에너지 미네럴
252500,세화피앤씨,1105,-1.77777778,-20,뉴트럴,117091,129385555,46672187805,8.82755893,127.4418,99,파이낸스
092600,앤씨앤,1795,-3.49462366,-65,셀,173105,310723475,46655341759,,-1069.9736,115,일렉트로닉 테크놀로지
198080,엔피디,2155,-0.23148148,-5,뉴트럴,4397,9475535,46515995178,65.73621518,32.8586,15,일렉트로닉 테크놀로지
052860,아이앤씨테크놀로지,2675,-0.18656716,-5,바이,82109,219641575,46391008148,,-39.6363,92,일렉트로닉 테크놀로지
131090,시큐브,1150,1.3215859,15,바이,164579,189265850,46379040546,9.21480149,123.1714,65,테크놀로지 서비스
049470,에스지에이,771,-2.65151515,-21,뉴트럴,270178,208307238,46321241364,,-31.6102,180,테크놀로지 서비스
145210,다이나믹디자인보통주,4585,-4.67775468,-225,스트롱 셀,481262,2206586270,46206171675,,-5450.9743,318,프로듀서 매뉴팩처링
039980,리노스,1005,-2.42718447,-25,바이,488530,490972650,46187282600,62.95728073,16.3603,134,테크놀로지 서비스
222160,바이옵트로,5520,-2.64550265,-150,뉴트럴,44884,247759680,46175700000,,,40,일렉트로닉 테크놀로지
024840,케이비아이메탈,1445,3.21428571,45,바이,1892072,2734044040,46031622314,5.05132325,327.2122,333,프로듀서 매뉴팩처링
065500,오리엔트정공,1405,-3.10344828,-45,스트롱 셀,107423,150929315,45940544415,7.45584469,194.4783,56,프로듀서 매뉴팩처링
155900,바다로19호선박투자회사,3025,0.16556291,5,셀,16122,48769050,45904010944,1.60699381,1879.2854,,비에너지 미네럴
065060,지엔코,470,0.21321962,1,바이,258518,121503460,45897080971,,-151.2686,125,컨슈머 논-듀어러블즈
038530,골드퍼시픽,495,-0.60240964,-3,뉴트럴,189736,93919320,45811201309,,-242.8862,59,디스트리뷰션 서비스
062860,티엘아이,6250,0.80645161,50,바이,2306,14412500,45797943020,,-655.0028,65,일렉트로닉 테크놀로지
039310,세중,2565,-0.58139535,-15,셀,23593,60516045,45796668205,10.39941828,248.0908,185,테크놀로지 서비스
320000,윈텍,2405,-2.03665988,-50,바이,420542,1011403510,45415400000,133.53277128,18.385,74,파이낸스
030720,동원수산보통주,9720,-0.20533881,-20,바이,48763,473976360,45328063192,4.45909465,2184.2999,195,프로세스 인더스트리
073110,엘엠에스,7030,-0.14204545,-10,셀,12698,89266940,45212668762,3.82824867,1838.961,249,프로듀서 매뉴팩처링
196300,애니젠,8030,-0.49566295,-40,뉴트럴,3323,26683690,45212628765,,-74.7408,112,헬쓰 테크놀로지
035460,기산텔레콤,2820,-10.33386328,-325,뉴트럴,866191,2442658620,45203304405,23.18546975,135.6453,70,일렉트로닉 테크놀로지
225590,패션플랫폼,1710,-3.11614731,-55,바이,158504,271041840,45196143532,4.53359924,389.3154,,파이낸스
059100,아이컴포넌트,6200,-3.27613105,-210,스트롱 셀,92024,570548800,45008842702,12.01064357,533.6933,96,프로세스 인더스트리
226400,주식회사 오스테오닉,2600,-2.2556391,-60,뉴트럴,10912,28371200,44971218605,19.79906185,134.3498,,헬쓰 테크놀로지
000760,이화산업보통주,16500,2.80373832,450,스트롱 바이,3290,54285000,44939999235,52.73734764,304.3384,,디스트리뷰션 서비스
317870,엔바이오니아,5700,0,0,셀,55038,313716600,44888358879,,-337.9286,77,프로듀서 매뉴팩처링
308100,까스텔바작,7030,1.44300144,100,뉴트럴,27424,192790720,44766921272,,-1546.5807,50,컨슈머 논-듀어러블즈
054220,비츠로시스,1730,-1.98300283,-35,바이,930165,1609185450,44412489834,,212.4831,37,프로듀서 매뉴팩처링
021040,대호특수강,595,2.94117647,17,바이,481163,286291985,44397857552,9.66223953,63.2499,,일렉트로닉 테크놀로지
215380,우정바이오,3465,0,0,뉴트럴,25905,89760825,44346700273,,-405.2861,133,프로세스 인더스트리
208370,셀바스헬스케어,2010,-1.71149144,-35,셀,85202,171256020,44289746017,,,118,헬쓰 테크놀로지
067010,이씨에스텔레콤,3555,-1.25,-45,바이,30591,108751005,44258398819,8.53847413,421.621,174,일렉트로닉 테크놀로지
353190,휴럼,1155,0.43478261,5,바이,41105,47476275,44137483788,,-225.6772,,헬쓰 테크놀로지
313760,윌링스,7790,0.38659794,30,셀,18252,142183080,44136295090,84.51419043,105.2303,95,일렉트로닉 테크놀로지
210120,빅토리콘텐츠,15400,-7.22891566,-1200,셀,466,7176400,44039801931,,,11,컨슈머 서비스
001770,SHD보통주,36150,-0.13812155,-50,바이,9065,327699750,43978586578,5.09952081,7098.7062,74,비에너지 미네럴
