티커,설명,가격,변화 %,변화,테크니컬 레이팅,거래량,볼륨*프라이스,마켓 캪,주가 수익 비율 (TTM),기초 주당 수익 (TTM),직원수,섹터
067730,로지시스,4550,0.110011,5,셀,13420,61061000,43967973604,,152.9477,,테크놀로지 서비스
082660,코스나인,758,-4.17193426,-33,스트롱 셀,614077,465470366,43955975368,,-334.9044,59,일렉트로닉 테크놀로지
025880,케이씨피드,2730,-1.79856115,-50,셀,177217,483802410,43882676048,12.43409482,223.5788,96,프로세스 인더스트리
012620,원일특강,9950,0,0,뉴트럴,8413,83709350,43780000949,2.47540529,4019.5438,148,비에너지 미네럴
016920,카스,1790,0.56179775,10,바이,107836,193026440,43742285919,5.10820791,359.2671,,일렉트로닉 테크놀로지
250930,예선테크,1320,-0.7518797,-10,셀,132039,174291480,43733303490,,-87.7397,160,프로세스 인더스트리
032580,피델릭스,1335,1.13636364,15,바이,822571,1098132285,43711006622,4.01869791,328.4646,66,일렉트로닉 테크놀로지
208710,바이오로그디바이스,1005,-2.42718447,-25,스트롱 셀,484660,487083300,43522089233,53.57049982,20.1239,27,일렉트로닉 테크놀로지
006920,모헨즈,4025,1.7699115,70,바이,40407,162638175,43188600302,36.84886747,107.3303,66,비에너지 미네럴
900070,글로벌에스엠테크리미티드,810,-1.2195122,-10,뉴트럴,1204147,975359070,43098522339,36.29105426,22.5951,,프로듀서 매뉴팩처링
290270,휴네시온,4550,0,0,바이,22168,100864400,43057579947,3.0744714,1479.9292,,테크놀로지 서비스
027040,서울전자통신,614,-0.64724919,-4,뉴트럴,21011,12900754,43005490860,,-36.1471,84,일렉트로닉 테크놀로지
078940,코드네이처,1075,-1.37614679,-15,스트롱 셀,114864,123478800,42956887360,,-328.5644,26,비에너지 미네럴
032080,아즈텍더블유비이,2045,0,0,바이,139368,285007560,42924604139,,408.5681,91,프로세스 인더스트리
081580,성우전자,2760,-2.12765957,-60,스트롱 셀,66789,184337640,42877252636,3.99517406,705.8516,94,일렉트로닉 테크놀로지
091340,에스엔케이폴리텍,3825,0,0,바이,20762,79414650,42875506997,14.00792574,273.0597,95,프로듀서 매뉴팩처링
356890,싸이버원,8950,-0.88593577,-80,셀,11260,100777000,42835900000,18.64107974,484.7052,245,테크놀로지 서비스
002420,세기상사보통주,7890,-2.35148515,-190,뉴트럴,7962,62820180,42768636169,,-392.2563,51,컨슈머 서비스
036480,대성미생물연구소,11150,-0.88888889,-100,바이,5015,55917250,42749999464,19.66398875,572.1118,136,헬쓰 테크놀로지
149300,아퓨어스,1185,1.28205128,15,셀,2577,3053745,42526735497,,,62,헬쓰 테크놀로지
002070,비비안보통주,1405,-1.40350877,-20,뉴트럴,206433,290038365,42456437302,,-507.2608,195,컨슈머 논-듀어러블즈
254120,자비스,1895,-0.78534031,-15,셀,130998,248241210,42287624702,,-79.7795,129,헬쓰 테크놀로지
007120,미래아이앤지보통주,303,-0.6557377,-2,뉴트럴,495874,150249822,42278521423,,-202.3247,40,테크놀로지 서비스
131180,딜리,1520,0,0,바이,64341,97798320,42236029358,16.62470387,91.4302,70,프로듀서 매뉴팩처링
002820,선앤엘보통주,3525,0.71428571,25,셀,3323,11713575,42221213341,,-2499.7398,557,비에너지 미네럴
032800,판타지오,498,-1.38613861,-7,셀,345835,172225830,42189962082,,-225.631,80,코머셜 서비스
060380,동양에스텍,2205,0.91533181,20,셀,35339,77922495,42170498333,3.16976339,689.3259,126,비에너지 미네럴
050760,에스폴리텍,2715,-0.54945055,-15,뉴트럴,12274,33323910,42158756905,10.80686937,252.6171,146,프로세스 인더스트리
900300,오가닉티코스메틱스홀딩스컴퍼니리미티드,254,0.39525692,1,뉴트럴,1057559,268619986,42137780029,,-253.843,,컨슈머 논-듀어러블즈
115530,씨엔플러스,624,0.64516129,4,바이,286263,178628112,42137058411,,27.6142,47,일렉트로닉 테크놀로지
203450,유니온커뮤니티,3195,1.9138756,60,바이,79841,255091995,42086302271,28.21863456,111.0968,114,일렉트로닉 테크놀로지
246250,에스엘에스바이오,6120,-0.48780488,-30,셀,9,55080,42086146207,,,56,헬쓰 테크놀로지
079000,와토스 코리아,5790,-0.85616438,-50,뉴트럴,17833,103253070,42039864693,10.04749333,581.2395,106,프로듀서 매뉴팩처링
002680,한탑,1445,-1.36518771,-20,셀,304492,439990940,42037906303,,-465.1225,121,프로세스 인더스트리
031510,오스템,1620,2.85714286,45,바이,1314486,2129467320,41973749399,,-523.6516,,프로듀서 매뉴팩처링
363250,진시스템,6050,-0.1650165,-10,뉴트럴,16163,97786150,41939925013,,-18.806,72,헬쓰 테크놀로지
075130,플랜티넷,2730,-0.18281536,-5,바이,114774,313333020,41908811769,9.67692173,282.6312,82,테크놀로지 서비스
199150,데이터스트림즈,10000,0,0,셀,3880,38800000,41897730827,,,201,프로듀서 매뉴팩처링
024070,WISCOM보통주,2715,-0.54945055,-15,셀,11277,30617055,41841178207,2615.69416499,1.0437,239,일렉트로닉 테크놀로지
026040,제이에스티나,2630,-0.37878788,-10,뉴트럴,88512,232786560,41794893265,,-524.9383,336,콘슈머 듀어러블즈
115570,스타플렉스,5220,-1.32325142,-70,뉴트럴,51636,269539920,41738195148,4.37450311,1209.2802,,프로듀서 매뉴팩처링
046970,우리로,1300,-1.14068441,-15,뉴트럴,182172,236823600,41585287333,4.73160978,277.9181,140,일렉트로닉 테크놀로지
321820,와이더플래닛,6000,-0.16638935,-10,뉴트럴,6265,37590000,41518776503,,-1534.9196,,테크놀로지 서비스
008470,부-스타,5150,0.38986355,20,셀,6112,31476800,41459690180,146.42333183,35.0354,370,프로듀서 매뉴팩처링
015020,이스타코보통주,1040,-2.34741784,-25,셀,159457,165835280,41418873138,308.32030571,3.4542,47,파이낸스
323280,태성,1725,0.58309038,10,바이,322509,556328025,41403900000,,,,파이낸스
024850,피에스엠씨,990,-2.94117647,-30,뉴트럴,193462,191527380,41377932816,,-7.2676,239,프로듀서 매뉴팩처링
032960,동일기연,11700,-3.30578512,-400,뉴트럴,45738,535134600,41360696197,8.82890101,1370.499,132,일렉트로닉 테크놀로지
052670,제일바이오,1505,0,0,뉴트럴,82891,124750955,41217723618,,-138.5679,53,헬쓰 테크놀로지
083660,씨에스에이코스믹,1105,-1.33928571,-15,셀,26956,29786380,41214862671,,-34.7416,50,인더스트리얼 서비스
435620,하나금융25호기업인수목적,9550,-0.20898642,-20,스트롱 셀,4935,47129250,41170100000,,,,파이낸스
361670,삼영에스앤씨,7540,2.16802168,160,바이,148124,1116854960,41034000000,,-297.5382,71,일렉트로닉 테크놀로지
054300,팬스타엔터프라이즈,690,-0.1447178,-1,바이,106033,73162770,40846328400,17.7547785,41.5927,98,프로듀서 매뉴팩처링
279060,이노벡스,4780,-1.74717369,-85,셀,520,2485600,40814252400,,,,콘슈머 듀어러블즈
103840,우양,2870,0.52539405,15,뉴트럴,25559,73354330,40706591067,41.9171787,68.1105,293,컨슈머 논-듀어러블즈
045340,토탈소프트뱅크,4800,0.94637224,45,바이,26906,129148800,40693478608,12.16894644,390.7487,108,테크놀로지 서비스
162120,루켄테크놀러지스,3695,0,0,셀,2052,7582140,40607813058,,,97,일렉트로닉 테크놀로지
232830,시큐센,4290,0.46838407,20,바이,260,1115400,40603567705,,,96,테크놀로지 서비스
045300,성우테크론,4310,0,0,바이,38020,163866200,40556125193,,,262,일렉트로닉 테크놀로지
101000,상상인인더스트리,551,-2.30496454,-13,셀,223844,123338044,40467443207,,-105.9807,70,프로듀서 매뉴팩처링
005820,원림보통주,19450,-0.51150895,-100,스트롱 셀,4843,94196350,40211029780,7.02951552,2781.1305,82,프로세스 인더스트리
031310,아이즈비전,2635,2.72904483,70,바이,81596,215005460,39847888598,,82.7133,52,커뮤니케이션
044380,주연테크 보통주,700,0.86455331,6,바이,323259,226281300,39748607498,,-41.6496,95,일렉트로닉 테크놀로지
079190,케스피온,1265,1.2,15,셀,52580,66513700,39730243683,,-104.9863,,일렉트로닉 테크놀로지
036000,예림당,2020,17.44186047,300,스트롱 바이,5310015,10726230300,39618953094,,,56,컨슈머 서비스
079650,서산,1965,-0.50632911,-10,뉴트럴,10446,20526390,39500000000,23.72959555,83.2294,58,비에너지 미네럴
038950,파인디지털,5090,5.93132154,285,바이,627198,3192437820,39405581489,,-111.19,151,일렉트로닉 테크놀로지
215480,토박스코리아,4475,-2.18579235,-100,스트롱 셀,129541,579695975,39294987988,,,35,디스트리뷰션 서비스
046070,코다코,1005,-2.89855072,-30,셀,37504,37691520,38962776833,17.26712323,60.7461,,프로듀서 매뉴팩처링
072950,빛샘전자,6260,-0.47694754,-30,바이,11101,69492260,38909795218,10.90809832,576.6358,118,프로듀서 매뉴팩처링
018680,서울제약,4615,1.20614035,55,바이,44552,205607480,38871828232,,-729.6726,177,헬쓰 테크놀로지
154030,농업회사법인 아시아종묘,3520,0.85959885,30,뉴트럴,25667,90347840,38811728525,,-277.4921,,프로세스 인더스트리
050090,비케이홀딩스,495,0.6097561,3,바이,223945,110852775,38780171814,,-32.3297,31,프로듀서 매뉴팩처링
099410,동방선기,2815,-1.57342657,-45,셀,63404,178482260,38727266502,23.50628259,121.6696,106,프로듀서 매뉴팩처링
084870,TBH글로벌보통주,1865,0.53908356,10,바이,59997,111894405,38689403067,,-707.9652,310,컨슈머 논-듀어러블즈
043200,파루,923,-0.21621622,-2,뉴트럴,157680,145538640,38658277321,,-107.8209,37,프로듀서 매뉴팩처링
208350,지란지교시큐리티,4355,-0.22909507,-10,바이,35423,154267165,38580264902,,,,테크놀로지 서비스
192390,윈하이텍,3550,-1.79806362,-65,셀,65453,232358150,38524681177,15.64239622,271.4565,,콘슈머 듀어러블즈
196700,웹스,2695,0.55970149,15,바이,36484,98324380,38495904236,,-52.4004,93,프로세스 인더스트리
322180,티라유텍,7150,-1.24309392,-90,뉴트럴,5075,36286250,38408019238,,-1520.3756,312,테크놀로지 서비스
080530,코디,1370,0.73529412,10,셀,20559,28165830,38275550842,,-366.6812,150,컨슈머 논-듀어러블즈
106240,파인테크닉스,2435,1.0373444,25,뉴트럴,279604,680835740,38116123276,0.89185064,3365.619,192,일렉트로닉 테크놀로지
258790,소프트캠프,1580,0,0,바이,76217,120422860,37886271667,30.60283715,51.6292,,테크놀로지 서비스
053160,프리엠스,7360,4.84330484,340,바이,143764,1058103040,37880160370,53.07041052,132.2771,59,프로듀서 매뉴팩처링
229000,젠큐릭스,5700,0.70671378,40,셀,13483,76853100,37744206295,,-5239.5103,73,헬쓰 테크놀로지
002870,신풍보통주,1350,-0.73529412,-10,셀,68769,92838150,37680677948,,-606.4723,15,프로세스 인더스트리
179530,애드바이오텍,3960,-3.64963504,-150,뉴트럴,60606,239999760,37567200000,,-290.5247,62,헬쓰 테크놀로지
058450,일야,1220,8.44444444,95,스트롱 바이,6209215,7575242300,37473751545,,-9.2771,56,프로듀서 매뉴팩처링
010420,한솔PNS보통주,1835,1.10192837,20,바이,72642,133298070,37194815826,7.64957447,237.2681,217,테크놀로지 서비스
154040,솔루에타,2680,-0.37174721,-10,바이,48777,130722360,37189831829,376.98829795,7.1355,139,프로듀서 매뉴팩처링
331380,포커스에이치엔에스,1990,2.31362468,45,바이,88991,177092090,37049492140,13.78829264,141.0617,,테크놀로지 서비스
237750,피앤씨테크,5590,-1.92982456,-110,셀,281366,1572835940,37030620861,12.99199784,438.7316,68,일렉트로닉 테크놀로지
073540,에프알텍,3200,-0.62111801,-20,바이,82038,262521600,36707998772,,-76.1849,47,일렉트로닉 테크놀로지
010400,우진아이엔에스보통주,5440,-0.18348624,-10,셀,4482,24382080,36624430251,,-326.1369,137,인더스트리얼 서비스
084670,동양고속보통주,13850,-1.07142857,-150,셀,407,5636950,36551871300,,-8242.4557,682,이송/배달
044780,에이치케이,1980,-0.25188917,-5,바이,96204,190483920,36411620607,9.75364312,204.8588,114,프로듀서 매뉴팩처링
093380,풍강,3800,0.26385224,10,바이,37114,141033200,36339359674,8.54774298,443.3919,,프로듀서 매뉴팩처링
079950,인베니아,1615,-1.82370821,-30,뉴트럴,80460,129942900,36255801506,3.58331981,459.0715,174,프로듀서 매뉴팩처링
197140,디지캡,3835,1.18733509,45,바이,14644,56159740,36223492031,,-0.9342,87,테크놀로지 서비스
033050,제이엠아이,1130,-0.44052863,-5,바이,97506,110181780,36137638149,22.93939553,49.4782,78,일렉트로닉 테크놀로지
225430,케이엠제약,1320,1.93050193,25,바이,47356,62509920,36113681164,,-31.5284,77,컨슈머 논-듀어러블즈
086060,진바이오텍,4155,-0.8353222,-35,뉴트럴,33839,140601045,36078360033,106.79077165,39.2356,91,헬쓰 테크놀로지
275630,에스에스알,5990,0,0,바이,64434,385959660,36047752204,,334.4277,,코머셜 서비스
130740,티피씨,3120,-2.04081633,-65,바이,142513,444640560,35916222739,,-303.857,,디스트리뷰션 서비스
072130,유엔젤보통주,3140,1.7828201,55,바이,68936,216459040,35659156113,41.80517029,73.7947,196,커뮤니케이션
900120,씨케이에이치푸드앤헬스리미티드,223,0.90497738,2,셀,2921865,651575895,35558986328,4.4219899,51.3619,238,헬쓰 테크놀로지
004920,씨아이테크보통주,863,4.35308343,36,바이,4864839,4198356057,35496229733,13.20103565,62.6466,76,프로세스 인더스트리
025620,제이준코스메틱보통주,452,-1.73913043,-8,뉴트럴,679653,307203156,35409436340,,,46,컨슈머 논-듀어러블즈
071850,캐스텍코리아,2155,-0.69124424,-15,바이,46491,100188105,35373034706,,-1135.1583,279,프로듀서 매뉴팩처링
043710,서울리거,892,-1.10864745,-10,셀,411805,367330060,35327395126,,,14,디스트리뷰션 서비스
014100,메디앙스,3105,2.13815789,65,바이,255465,793218825,35151922150,,-2276.9072,111,컨슈머 논-듀어러블즈
014910,성문전자보통주,1645,0,0,셀,42929,70618205,34899948601,10.39844042,181.2104,73,일렉트로닉 테크놀로지
069140,누리플랜,4915,-0.20304569,-10,바이,29695,145950925,34846043789,29.92880287,214.0007,90,인더스트리얼 서비스
023790,동일철강,2160,-0.91743119,-20,뉴트럴,14419,31145040,34770725155,,-5325.596,38,비에너지 미네럴
043100,솔고바이오메디칼,523,-0.9469697,-5,스트롱 셀,519040,271457920,34724809937,,-95.8337,123,헬쓰 테크놀로지
028080,휴맥스홀딩스,3235,1.72955975,55,셀,19488,63043680,34719422665,,-1497.6173,46,일렉트로닉 테크놀로지
098660,에스티오,2765,-2.81195079,-80,셀,124884,345304260,34530470672,21.84908541,130.2114,86,컨슈머 논-듀어러블즈
113810,디젠스,1050,-0.47393365,-5,셀,261034,274085700,34422594604,14.30487138,73.7511,145,프로듀서 매뉴팩처링
084440,유비온,2040,-4.22535211,-90,스트롱 셀,2592,5287680,34302192535.000004,,,165,코머셜 서비스
088790,진도 보통주,2670,-3.08529946,-85,셀,81959,218830530,34293535738,8.06348465,342.1258,190,컨슈머 논-듀어러블즈
066790,씨씨에스충북방송,613,0.16339869,1,바이,331277,203072801,34286184997.999996,,-3.3046,40,컨슈머 서비스
317530,캐리소프트,5150,2.58964143,130,바이,46823,241138450,34195867958.000004,,-124.0751,47,코머셜 서비스
048830,엔피케이,1805,-0.55096419,-10,셀,50128,90481040,33932147970,12.7135206,142.7614,280,프로세스 인더스트리
063760,이엘피,3795,-1.171875,-45,셀,33467,127007265,33904357910,32.33877562,118.7429,141,프로듀서 매뉴팩처링
234070,에이원알폼,4150,-14.95901639,-730,셀,169,701350,33859791222,,,60,프로듀서 매뉴팩처링
076340,관악산업,7220,3.88489209,270,스트롱 바이,303,2187660,33843794966,,,293,인더스트리얼 서비스
025870,신라에스지,8490,0.59241706,50,뉴트럴,11306,95987940,33760000000,39.93209651,211.3588,143,컨슈머 논-듀어러블즈
219550,디와이디,900,-1.74672489,-16,셀,324312,291880800,33651633163,,-2746.3501,49,디스트리뷰션 서비스
310870,디와이씨,1640,1.54798762,25,바이,74938,122898320,33409942856,,,182,파이낸스
060260,뉴보텍,850,-1.39211137,-12,뉴트럴,62921,53482850,33251713135,,-315.3094,126,프로듀서 매뉴팩처링
317860,노드메이슨,7770,2.50659631,190,바이,1,7770,33178562951,,,,디스트리뷰션 서비스
187790,나노,1175,-3.29218107,-40,셀,244197,286931475,33104015493,,-172.9884,,프로세스 인더스트리
322970,무진메디,4320,-1.03092784,-45,뉴트럴,358,1546560,33010283360,,,14,코머셜 서비스
009140,경인전자보통주,24950,-1.18811881,-300,셀,1612,40219400,32860020548,8.73074624,2892.0781,,일렉트로닉 테크놀로지
286750,나노브릭,1630,1.5576324,25,뉴트럴,89170,145347100,32845599717.999996,,-235.124,,코머셜 서비스
257990,나우코스,5590,0.35906643,20,셀,3,16770,32689617963,,,174,컨슈머 논-듀어러블즈
123330,제닉,4730,-0.42105263,-20,뉴트럴,12931,61163630,32566026926,,-928.7681,200,헬쓰 테크놀로지
065690,파커스,2440,0,0,바이,19419,47382360,32526900826,8.94718739,272.8636,84,일렉트로닉 테크놀로지
019540,일지테크,2405,-1.63599182,-40,셀,18992,45675760,32311813259,,-344.3979,376,콘슈머 듀어러블즈
036180,지더블유바이텍,671,2.44274809,16,뉴트럴,692286,464523906,32221797810,,-262.7076,119,헬쓰 테크놀로지
035200,프럼파스트,4075,7.37812912,280,바이,4372430,17817652250,32131961017,18.06521758,210.0722,65,인더스트리얼 서비스
101400,엔시트론,645,-5.00736377,-34,셀,485764,313317780,32050709480,,-15.4983,9,일렉트로닉 테크놀로지
